"L2X1681Y2747","BTM Security Desk","2023-01-01"
"3X1611Y2678","Innovation Hub","2023-01-01"
"L2X1667Y2682","MRI CT Scan Imaging","2023-01-01"
"3X1671Y2695","Clinical Trials","2023-01-01"
"1X1556Y2604","Restroom S elevator 1st floor","2023-01-01"
"3X1552Y2854","Restroom BTM conference center 3rd floor","2023-01-01"
"1X1619Y2522","Cafe","2023-01-01"
"1X1642Y2596","Cafe Stairs","2023-01-01"
"2X1650Y2602","Stairs Floor 2","2023-01-01"
"2X2150Y1025","Duncan Reid Conference Room","2023-01-01"
"2X2279Y0786","Hallway Intersection 38 Level 2","2023-01-01"
"2X2166Y1039","Oral Medicine and Dentistry","2023-01-01"
"2X2385Y0753","Lee Bell Breast Center","2023-01-01"
"2X2439Y0902","Jen Center for Primary Care","2023-01-01"
"2X2623Y1018","Ear Nose & Throat","2023-01-01"
"2X2782Y1303","Hallway Intersection 31 Level 2","2023-01-01"
"2X2945Y0775","Plastic Surgery","2023-01-01"
"2X3155Y0890","Outpatient Pharmacy","2023-01-01"
"2X3257Y0879","Weiner Center for Preoperative Evaluation","2023-01-01"
"2X2238Y0902","Hallway Intersection 1 Level 2","2023-01-01"
"2X2279Y0902","Hallway Intersection 2 Level 2","2023-01-01"
"2X2238Y1028","Hallway Intersection 3 Level 2","2023-01-01"
"2X2246Y1280","Hallway Intersection 4 Level 2","2023-01-01"
"2X2385Y0902","Hallway Intersection 5 Level 2","2023-01-01"
"2X2605Y0902","Hallway Intersection 6 Level 2","2023-01-01"
"2X2672Y0902","Hallway Intersection 7 Level 2","2023-01-01"
"2X2605Y0783","Hallway Intersection 8 Level 2","2023-01-01"
"2X2330Y0590","Hallway Intersection 9 Level 2","2023-01-01"
"2X2713Y0902","Hallway Intersection 10 Level 2","2023-01-01"
"2X2912Y0903","Hallway Intersection 11 Level 2","2023-01-01"
"2X2945Y0902","Hallway Intersection 12 Level 2","2023-01-01"
"2X3135Y0890","Hallway Intersection 13 Level 2","2023-01-01"
"2X3296Y0880","Hallway Intersection 14 Level 2","2023-01-01"
"2X2672Y0820","Hallway Intersection 15 Level 2","2023-01-01"
"2X2721Y0750","Hallway Intersection 16 Level 2","2023-01-01"
"2X2945Y0710","Hallway Intersection 17 Level 2","2023-01-01"
"2X2610Y0953","Hallway Intersection 18 Level 2","2023-01-01"
"2X2678Y1032","Hallway Intersection 19 Level 2","2023-01-01"
"2X2761Y1032","Hallway Intersection 20 Level 2","2023-01-01"
"2X2841Y1032","Hallway Intersection 21 Level 2","2023-01-01"
"2X2900Y0985","Hallway Intersection 22 Level 2","2023-01-01"
"2X2912Y0963","Hallway Intersection 23 Level 2","2023-01-01"
"2X3163Y0945","Hallway Intersection 25 Level 2","2023-01-01"
"2X3296Y0945","Hallway Intersection 26 Level 2","2023-01-01"
"2X3296Y1043","Hallway Intersection 27 Level 2","2023-01-01"
"2X3063Y1043","Hallway Intersection 28 Level 2","2023-01-01"
"2X2782Y1091","Hallway Intersection 29 Level 2","2023-01-01"
"2X2782Y1165","Hallway Intersection 30 Level 2","2023-01-01"
"2X2554Y1280","Hallway Intersection 31 Level 2","2023-01-01"
"2X2554Y1472","Hallway Intersection 32 Level 2","2023-01-01"
"2X2962Y0963","Information Desk Level 2","2023-01-01"
"2X3136Y0963","Valet Service Level 2","2023-01-01"
"2X2246Y1350","Vascular Diagnostic Lab","2023-01-01"
"2X2945Y0995","Outpatient Specimen Collection","2023-01-01"
"2X2177Y1010","Restroom 1 Level 2","2023-01-01"
"2X2605Y0841","Restroom 2 Level 2","2023-01-01"
"2X2225Y1280","Restroom 3 Level 2","2023-01-01"
"2X2554Y1389","Restroom 4 Level 2","2023-01-01"
"2X2782Y1152","Restroom 5 Level 2","2023-01-01"
"2X2853Y1067","Patient Financial Services","2023-01-01"
"2X2177Y0902","Staircase Intersection 1 Level 2","2023-01-01"
"2X2279Y0827","Staircase Intersection 2 Level 2","2023-01-01"
"2X2554Y0783","Staircase Intersection 3 Level 2","2023-01-01"
"2X2945Y0840","Staircase Intersection 5 Level 2","2023-01-01"
"2X3217Y0886","Staircase Intersection 6 Level 2","2023-01-01"
"2X2811Y1165","Staircase Intersection 7 Level 2","2023-01-01"
"2X2554Y1316","Staircase Intersection 8 Level 2","2023-01-01"
"2X2190Y1280","Staircase Intersection 9 Level 2","2023-01-01"
"2X2238Y0932","Staircase Intersection 10 Level 2","2023-01-01"
"2X2782Y1280","Hallway Intersection 33 Level 2","2023-01-01"
"2X2166Y1028","Hallway Intersection 34 Level 2","2023-01-01"
"2X2246Y1028","Hallway Intersection 35 Level 2","2023-01-01"
"2X2260Y0786","Comprehensive Breast Heath","2023-01-01"
"2X2279Y0762","Hallway Intersection 36 Level 2","2023-01-01"
"2X2322Y0641","Hallway Intersection 37 Level 2","2023-01-01"
"2X2678Y1067","Hallway Intersection 41 Level 2","2023-01-01"
"2X2761Y1067","Hallway Intersection 42 Level 2","2023-01-01"
"2X2782Y1067","Hallway Intersection 43 level 2","2023-01-01"
"2X3063Y0963","Hallway Intersection 44 Level 2","2023-01-01"
"L1X2445Y1284","Hallway 3 Floor L1","2023-01-01"
"L2X2215Y0904","Hallway 3 Floor L2","2023-01-01"
"L1X2770Y1070","Hallway 4 Floor L1","2023-01-01"
"L2X2130Y0904","Hallway 4 Floor L2","2023-01-01"
"L1X1750Y1284","Hallway 5 Floor L1","2023-01-01"
"L2X1745Y1280","Hallway 5 Floor L2","2023-01-01"
"L1X2130Y1284","Hallway 6 Floor L1","2023-01-01"
"L2X1745Y1009","Hallway 6 Floor L2","2023-01-01"
"L1X2130Y1045","Hallway 7 Floor L1","2023-01-01"
"L2X1730Y1009","Hallway 7 Floor L2","2023-01-01"
"L1X2215Y1045","Hallway 8 Floor L1","2023-01-01"
"L2X1730Y0924","Hallway 8 Floor L2","2023-01-01"
"L1X2220Y0904","Hallway 9 Floor L1","2023-01-01"
"L2X1730Y0849","Hallway 9 Floor L2","2023-01-01"
"L1X2265Y0904","Hallway 10 Floor L1","2023-01-01"
"L2X2130Y0849","Hallway 10 Floor L2","2023-01-01"
"L1X2360Y0849","Hallway 11 Floor L1","2023-01-01"
"L1X2130Y0904","Hallway 12 Floor L1","2023-01-01"
"L1X2130Y0844","Hallway 13 Floor L1","2023-01-01"
"L1X1845Y0924","Hallway 14 Floor L1","2023-01-01"
"L1X2300Y0849","Hallway 15 Floor L1","2023-01-01"
"L1X1965Y1284","Outpatient Fluoroscopy Floor L1","2023-01-01"
"L2X2300Y0854","Radiation Oncology TX Suite Floor L2","2023-01-01"
"L1X1750Y1090","Pre-Op PACU Floor L1","2023-01-01"
"L2X2215Y1280","Radiation Oncology Floor L2","2023-01-01"
"L1X2290Y1284","Nuclear Medicine Floor L1","2023-01-01"
"L1X2320Y1284","Ultrasound Floor L1","2023-01-01"
"L1X2770Y1284","CSIR MRI Floor L1","2023-01-01"
"L1X1732Y1019","Restroom L Elevator Floor L1","2023-01-01"
"L2X2300Y0884","Restroom K Elevator Floor L2","2023-01-01"
"L1X2065Y1284","Restroom M Elevator Floor L1","2023-01-01"
"L2X1930Y1280","Restroom L Elevator Floor L2","2023-01-01"
"L1X2300Y0879","Restroom K Elevator Floor L1","2023-01-01"
"L1X2770Y1160","Restroom H Elevator Floor L1","2023-01-01"
"L1X2185Y0904","Vending Machine 1 L1","2023-01-01"
"L1X2490Y1043","Volunteers Floor L1","2023-01-01"
"L2X2015Y1280","Interpreter Services Floor L2","2023-01-01"
"2X4550Y0375","Elevator A Floor 2","2023-01-01"
"2X4155Y0650","Elevator B Floor 2","2023-01-01"
"2X3955Y0885","Elevator C Floor 2","2023-01-01"
"2X3475Y0760","Elevator D Floor 2","2023-01-01"
"2X4125Y0625","Restroom B elevator Floor 2","2023-01-01"
"2X3895Y0695","Restroom C elevator Floor 2","2023-01-01"
"2X3635Y0830","Restroom C-D elevator Floor 2","2023-01-01"
"2X3525Y0850","Restroom D elevator Floor 2","2023-01-01"
"2X4210Y0630","15 Francis Security Desk Floor 2","2023-01-01"
"2X3490Y0825","Security Desk Thorn Floor 2","2023-01-01"
"2X4330Y0700","Chest Diseases Floor 2","2023-01-01"
"2X4240Y0730","Thoracic Surgery Clinic Floor 2","2023-01-01"
"2X3900Y0640","Brigham Health Floor 2","2023-01-01"
"2X3425Y0870","Waiting Room Floor 2","2023-01-01"
"2X3830Y0775","MRI Associates Floor 2","2023-01-01"
"2X4595Y0550","Carrie M. Hall Conference Center Floor 2","2023-01-01"
"2X4270Y0480","Pats Place Floor 2","2023-01-01"
"2X4295Y0750","15 Lobby Entrance Floor 2","2023-01-01"
"2X4650Y0675","Staircase1 Floor2","2023-01-01"
"2X4330Y0580","Staircase2 Floor2","2023-01-01"
"2X4250Y0440","Staircase3 Floor2","2023-01-01"
"2X4175Y0620","Staircase4 Floor2","2023-01-01"
"2X4065Y0630","Staircase5 Floor2","2023-01-01"
"2X3950Y0865","Staircase6 Floor2","2023-01-01"
"2X3855Y0565","Staircase7 Floor2","2023-01-01"
"2X3535Y0645","Staircase8 Floor2","2023-01-01"
"2X4770Y1140","Hallway 1 Floor 2","2023-01-01"
"2X4750Y1080","Hallway 2 Floor 2","2023-01-01"
"2X4725Y0995","Hallway 3 Floor 2","2023-01-01"
"2X4785Y0975","Hallway 4 Floor 2","2023-01-01"
"2X4705Y0925","Hallway 5 Floor 2","2023-01-01"
"2X4690Y0870","Hallway 6 Floor 2","2023-01-01"
"2X4675Y0820","Hallway 7 Floor 2","2023-01-01"
"2X4660Y0770","Hallway 8 Floor 2","2023-01-01"
"2X4635Y0680","Hallway 9 Floor 2","2023-01-01"
"2X4625Y0650","Hallway 10 Floor 2","2023-01-01"
"2X4605Y0655","Hallway 11 Floor 3","2023-01-01"
"2X4570Y0555","Hallway 12 Floor 3","2023-01-01"
"2X4545Y0460","Hallway 13 Floor 3","2023-01-01"
"2X4570Y0455","Hallway 14 Floor 3","2023-01-01"
"2X4480Y0580","Hallway 15 Floor 3","2023-01-01"
"2X4390Y0605","Hallway 16 Floor 3","2023-01-01"
"2X4385Y0585","Hallway 17 Floor 3","2023-01-01"
"2X4340Y0625","Hallway 18 Floor 3","2023-01-01"
"2X4310Y0585","Hallway 19 Floor 3","2023-01-01"
"2X4295Y0530","Hallway 20 Floor 3","2023-01-01"
"2X4280Y0475","Hallway 21 Floor 4","2023-01-01"
"2X4270Y0440","Hallway 22 Floor 4","2023-01-01"
"2X4280Y0435","Hallway 23 Floor 4","2023-01-01"
"2X4295Y0475","Hallway 24 Floor 4","2023-01-01"
"2X4285Y0715","Hallway 25 Floor 4","2023-01-01"
"2X4270Y0650","Hallway 26 Floor 4","2023-01-01"
"2X4220Y0660","Hallway 27 Floor 4","2023-01-01"
"2X4185Y0665","Hallway 28 Floor 4","2023-01-01"
"2X4140Y0680","Hallway 29 Floor 4","2023-01-01"
"2X4130Y0650","Hallway 30 Floor 4","2023-01-01"
"2X4020Y0715","Hallway 31 Floor 5","2023-01-01"
"2X4000Y0645","Hallway 32 Floor 5","2023-01-01"
"2X3925Y0740","Hallway 33 Floor 5","2023-01-01"
"2X3945Y0790","Hallway 34 Floor 5","2023-01-01"
"2X3955Y0830","Hallway 35 Floor 5","2023-01-01"
"2X3965Y0860","Hallway 36 Floor 5","2023-01-01"
"2X3970Y0880","Hallway 37 Floor 5","2023-01-01"
"2X3980Y0910","Hallway 38 Floor 5","2023-01-01"
"2X3910Y0685","Hallway 39 Floor 5","2023-01-01"
"2X3875Y0560","Hallway 40 Floor 5","2023-01-01"
"2X3870Y0540","Hallway 41 Floor 6","2023-01-01"
"2X3865Y0750","Hallway 42 Floor 6","2023-01-01"
"2X3860Y0725","Hallway 43 Floor 6","2023-01-01"
"2X3825Y0760","Hallway 45 Floor 6","2023-01-01"
"2X3745Y0780","Hallway 46 Floor 6","2023-01-01"
"2X3655Y0805","Hallway 47 Floor 6","2023-01-01"
"2X3645Y0775","Hallway 48 Floor 2","2023-01-01"
"2X3630Y0810","Hallway 49 Floor 2","2023-01-01"
"2X3575Y0825","Hallway 50 Floor 2","2023-01-01"
"2X3555Y0730","Hallway 51 Floor 2","2023-01-01"
"2X3525Y0840","Hallway 52 Floor 2","2023-01-01"
"2X3490Y0845","Hallway 53 Floor 2","2023-01-01"
"2X3450Y0850","Hallway 54 Floor 2","2023-01-01"
"2X3440Y0800","Hallway 55 Floor 2","2023-01-01"
"2X3480Y0790","Hallway 56 Floor 2","2023-01-01"
"2X3510Y0790","Hallway 57 Floor 2","2023-01-01"
"2X3420Y0850","Hallway 58 Floor 2","2023-01-01"
"2X4300Y0630","Kiosk","2023-01-01"
"1X2190Y0910","Staircase K1 Floor 1","2023-01-01"
"1X2240Y0910","Hallway Node 1 Floor 1","2023-01-01"
"1X2275Y0910","Hallway Node 2 Floor 1","2023-01-01"
"1X2275Y0830","Staircase J1 Floor 1","2023-01-01"
"1X2275Y0785","Ambulance Parking Exit Floor 1","2023-01-01"
"1X2290Y0910","Hallway Node 3 Floor 1","2023-01-01"
"1X2385Y0910","Hallway Node 4 Floor 1","2023-01-01"
"1X2385Y0860","Hallway Node 5 Floor 1","2023-01-01"
"1X2335Y0860","Waiting Room 1 Floor 1","2023-01-01"
"1X2460Y0910","Hallway Node 6 Floor 1","2023-01-01"
"1X2460Y0850","Connors Center Security Desk Floor 1","2023-01-01"
"1X2585Y0910","Hallway Node 7 Floor 1","2023-01-01"
"1X2585Y0890","Hallway Node 8 Floor 1","2023-01-01"
"1X2610Y0910","Hallway Node 9 Floor 1","2023-01-01"
"1X2610Y0954","Hallway Node 10 Floor 1","2023-01-01"
"1X2660Y0954","Hallway Node 11 Floor 1","2023-01-01"
"1X2660Y0979","Hallway Node 12 Floor 1","2023-01-01"
"1X2675Y0910","Hallway Node 13 Floor 1","2023-01-01"
"1X2910Y0910","Hallway Node 14 Floor 1","2023-01-01"
"1X2910Y0890","Hallway Node 15 Floor 1","2023-01-01"
"1X2925Y0910","Hallway Node 16 Floor 1","2023-01-01"
"1X2960Y0900","Hallway Node 17 Floor 1","2023-01-01"
"1X2950Y0745","Hallway Node 18 Floor 1","2023-01-01"
"1X2950Y0730","Restroom G1 Floor 1","2023-01-01"
"1X2950Y0705","Exit 2 Floor 1","2023-01-01"
"1X3050Y0730","Asthma Research Floor 1","2023-01-01"
"1X3100Y0890","Wound and Ambulatory 1","2023-01-01"
"1X3200Y0880","Ocupational Health Floor 1","2023-01-01"
"1X3230Y0880","Hallway Node 19 Floor 1","2023-01-01"
"1X3270Y0875","Hallway Node 20 Floor 1","2023-01-01"
"1X3325Y0870","Hallway Node 21 Floor 1","2023-01-01"
"1X2770Y0980","Hallway Node 22 Floor 1","2023-01-01"
"1X2925Y0980","Hallway Node 23 Floor 1","2023-01-01"
"1X2985Y0980","Restroom F1 Floor 1","2023-01-01"
"1X3085Y0980","Hallway Node 24 Floor 1","2023-01-01"
"1X3085Y1000","Hallway Node 25 Floor 1","2023-01-01"
"1X2925Y1050","Hallway Node 26 Floor 1","2023-01-01"
"1X2770Y1070","Hallway Node 27 Floor 1","2023-01-01"
"1X2790Y1070","Hallway Node 28 Floor 1","2023-01-01"
"1X2790Y1155","Staircase H1 Floor 1","2023-01-01"
"1X2790Y1190","Restroom H1 Floor 1","2023-01-01"
"1X2790Y1290","Ambulatory X-Ray Floor 1","2023-01-01"
"1X2790Y1380","Rehabilitation Services Floor 1","2023-01-01"
"1X2790Y1460","Hallway Node 29 Floor 1","2023-01-01"
"1X2670Y1380","Hallway Node 30 Floor 1","2023-01-01"
"1X2605Y1380","Hallway Node 31 Floor 1","2023-01-01"
"1X2605Y1340","Staircase H2 Floor 1","2023-01-01"
"1X2835Y1460","Hallway Node 32 Floor 1","2023-01-01"
"1X2760Y1460","Hallway Node 33 Floor 1","2023-01-01"
"1X2760Y1405","Hallway Node 34 Floor 1","2023-01-01"
"1X2055Y0910","Lower Pike Hallway Exit Lobby","2023-01-01"
"1X2026Y0910","Lobby Shattuck Street","2023-01-01"
"1X2026Y0892","Lobby Shattuck Street Stairs","2023-01-01"
"1X2017Y0910","Shattuck Street Lobby 1","2023-01-01"
"1X2017Y0799","Shattuck Street Lobby Exit","2023-01-01"
"1X1973Y0910","Shattuck Street Lobby 2","2023-01-01"
"1X1973Y0844","Lobby Vending Machine","2023-01-01"
"1X1950Y0910","Shattuck Street Lobby 3","2023-01-01"
"1X1950Y0871","Shattuck Street Lobby ATM","2023-01-01"
"1X1869Y0930","Tower Lobby Entrance 1","2023-01-01"
"1X1758Y0930","Tower Elevator Entrance","2023-01-01"
"1X1758Y0850","Tower Hallway 1","2023-01-01"
"1X1627Y0825","Tower Hallway 5","2023-01-01"
"1X1627Y0850","Tower Hallway 2","2023-01-01"
"1X1627Y0802","Tower Hallway 3","2023-01-01"
"1X1673Y0802","Tower Stairway 1","2023-01-01"
"1X1627Y0930","Tower Hallway 4","2023-01-01"
"1X1548Y0930","Tower Staff Entrance","2023-01-01"
"1X1617Y0825","Center for International Medicine","2023-01-01"
"1X1721Y0970","Spiritual Care Office","2023-01-01"
"1X1627Y1029","Tower Hallway 6","2023-01-01"
"1X1605Y1029","Tower Medical Cashier","2023-01-01"
"1X1627Y1060","Tower Hallway 7","2023-01-01"
"1X1758Y1060","Tower Hallway 8","2023-01-01"
"1X1721Y0956","Tower Hallway 9","2023-01-01"
"1X1721Y0931","Multifaith Chapel","2023-01-01"
"1X1758Y0956","Tower Hallway 10","2023-01-01"
"1X1758Y1120","Tower Hallway 11","2023-01-01"
"1X1700Y1120","Tower Hallway 12","2023-01-01"
"1X1610Y1120","Bretholtz Center for Patients and Families","2023-01-01"
"1X1700Y1158","Kessler Library","2023-01-01"
"1X1769Y1146","Tower Hallway Entrance","2023-01-01"
"1X1794Y1146","Sharf Admitting Center","2023-01-01"
"1X1769Y1280","Hallway Lobby Entrance","2023-01-01"
"1X1845Y1250","Obstetrics Admitting","2023-01-01"
"1X1845Y1280","Lobby Hallway 1","2023-01-01"
"1X1965Y1280","Lobby Hallway 2","2023-01-01"
"1X1965Y1239","Lobby Hallway 3","2023-01-01"
"1X1947Y1239","Lobby Escalator","2023-01-01"
"1X2026Y1239","Lobby Hallway 4","2023-01-01"
"1X2066Y1239","Lobby Hallway 7","2023-01-01"
"1X2128Y1300","Emergency Department","2023-01-01"
"1X1748Y1280","Lobby Entrance Hallway","2023-01-01"
"1X1748Y1321","75 Francis Valet Drop-off","2023-01-01"
"1X1700Y1280","75 Lobby","2023-01-01"
"1X1700Y1226","75 Lobby Information Desk","2023-01-01"
"1X1645Y1280","75 Lobby Valet Cashier","2023-01-01"
"1X1645Y1246","Lobby Hallway 5","2023-01-01"
"1X1609Y1246","Au Bon Pain","2023-01-01"
"1X2026Y0976","Lobby Hallway 6","2023-01-01"
"1X2091Y0976","Bathroom 75 Lobby","2023-01-01"
"1X2099Y1357","Emergency Department Entrance","2023-01-01"
"1X1758Y1029","Tower Hallway 13","2023-01-01"
"1X1780Y1029","International Patient Center","2023-01-01"
"1X2066Y1282","Emergency Hallway","2023-01-01"
"1X1493Y2117","Shapiro Board Room MapNode 20 Floor 1","2023-01-01"
"1X1566Y2139","Zinner Breakout Room MapNode 19 Floor 1","2023-01-01"
"1X1647Y1930","Elevator N MapNode 26 Floor 1","2023-01-01"
"1X1648Y2161","Elevator Q MapNode 18 Floor 1","2023-01-01"
"1X1751Y1825","Francis Street Exit MapNode 1 Floor 1","2023-01-01"
"1X1722Y1832","Hallway MapNode 2 Floor 1","2023-01-01"
"1X1705Y1831","Hallway MapNode 3 Floor 1","2023-01-01"
"1X1707Y2015","Hallway MapNode 6 Floor 1","2023-01-01"
"1X1708Y2092","Hallway MapNode 7 Floor 1","2023-01-01"
"1X1707Y2152","Hallway MapNode 8 Floor 1","2023-01-01"
"1X1707Y2164","Hallway MapNode 9 Floor 1","2023-01-01"
"1X1673Y2165","Hallway MapNode 10 Floor 1","2023-01-01"
"1X1749Y2151","Hallway MapNode 14 Floor 1","2023-01-01"
"1X1749Y2224","Hallway MapNode 15 Floor 1","2023-01-01"
"1X1689Y2225","Hallway MapNode 16 Floor 1","2023-01-01"
"1X1605Y2093","Hallway MapNode 17 Floor 1","2023-01-01"
"1X1600Y1830","Hallway MapNode 21 Floor 1","2023-01-01"
"1X1601Y1866","Hallway MapNode 22 Floor 1","2023-01-01"
"1X1602Y1928","Hallway MapNode 24 Floor 1","2023-01-01"
"1X1270Y1830","Hallway MapNode 28 Floor 1","2023-01-01"
"1X1262Y1850","Hallway MapNode 29 Floor 1","2023-01-01"
"1X1256Y1858","Hallway MapNode 30 Floor 1","2023-01-01"
"1X1227Y1859","Hallway MapNode 31 Floor 1","2023-01-01"
"1X1255Y1872","Hallway MapNode 33 Floor 1","2023-01-01"
"1X1284Y1872","Hallway MapNode 34 Floor 1","2023-01-01"
"1X1671Y2015","Bathroom MapNode 12 Floor 1","2023-01-01"
"1X1284Y1884","Random Room MapNode 35 Floor 1","2023-01-01"
"1X1600Y1895","ATM MapNode 23 Floor 1","2023-01-01"
"1X1707Y1992","Stairway MapNode 5 Floor 1","2023-01-01"
"1X1750Y2014","Staircase MapNode 13 Floor 1","2023-01-01"
"2X1341Y1778","Waiting room? Node 7 Floor 2","2023-01-01"
"2X1578Y1932","Watkins A Node 24 Floor 2 Floor 2","2023-01-01"
"2X1580Y2166","Watkins B Node 35 Floor 2","2023-01-01"
"2X1630Y1931","Elevator N Node 25 Floor 2","2023-01-01"
"2X1628Y2102","Elevator Q Node 31a Floor 2","2023-01-01"
"2X1170Y1780","Hall Node 1 Floor 2","2023-01-01"
"2X1168Y1820","Hall Node 2 Floor 2","2023-01-01"
"2X1231Y1781","Hall Node 3 Floor 2","2023-01-01"
"2X1230Y1820","Hall Node 4 Floor 2","2023-01-01"
"2X1283Y1781","Hall Node 5 Floor 2","2023-01-01"
"2X1340Y1820","Hall Node 10 Floor 2","2023-01-01"
"2X1396Y1781","Hall Node 11 Floor 2","2023-01-01"
"2X1395Y1820","Hall Node 12 Floor 2","2023-01-01"
"2X1450Y1781","Hall Node 13 Floor 2","2023-01-01"
"2X1450Y1820","Hall Node 14 Floor 2","2023-01-01"
"2X1502Y1781","Hall Node 15 Floor 2","2023-01-01"
"2X1502Y1820","Hall Node 16 Floor 2","2023-01-01"
"2X1578Y1820","Hall Node 17 (Exit?) Floor 2","2023-01-01"
"2X1630Y1801","Hall Node 18 Floor 2","2023-01-01"
"2X1684Y1801","Hall Node 20 Floor 2","2023-01-01"
"2X1683Y1821","Hall Node 21 Floor 2","2023-01-01"
"2X1720Y1801","Hall Node 22 Floor 2","2023-01-01"
"2X1726Y1835","Hall Node 23 Floor 2","2023-01-01"
"2X1726Y1930","Hall Node 27 Floor 2","2023-01-01"
"2X1728Y2042","Hall Node 29 Floor 2","2023-01-01"
"2X1580Y2090","Hall Node 30 Floor 2","2023-01-01"
"2X1684Y2091","Hall Node 32 Floor 2","2023-01-01"
"2X1692Y2124","Hall Node 33 Floor 2","2023-01-01"
"2X1724Y2123","Hall Node 34 Floor 2","2023-01-01"
"2X1580Y2208","Hall Node 36 Floor 2","2023-01-01"
"2X1692Y2211","Hall Node 37 Floor 2","2023-01-01"
"2X1726Y2210","Hall Node 38 Floor 2","2023-01-01"
"2X1630Y1821","Info Node 19 Floor 2","2023-01-01"
"2X1284Y1821","Restroom Node 6 Floor 2","2023-01-01"
"2X1628Y2092","Restroom Node 31 Floor 2","2023-01-01"
"2X1686Y1931","Stairs Node 26 Floor 2","2023-01-01"
"2X1685Y2041","Stairs Node 28 Floor 2","2023-01-01"
"3X1580Y2142","Brigham Circle Medical Associates Node 4 Floor 3","2023-01-01"
"3X1580Y1904","Watkins Clinic C Node 14 Floor 3","2023-01-01"
"3X1628Y1904","Elevator N Node 15 Floor 3","2023-01-01"
"3X1628Y2142","Elevator Q Node 5 Floor 3","2023-01-01"
"3X1562Y2230","Hallway Node 1 Floor 3","2023-01-01"
"3X1580Y2230","Hallway Node 2 Floor 3","2023-01-01"
"3X1580Y2180","Hallway Node 3 Floor 3","2023-01-01"
"3X1685Y2142","Hallway Node 6 Floor 3","2023-01-01"
"3X1685Y2230","Hallway Node 7 Floor 3","2023-01-01"
"3X1685Y2106","Hallway Node 8 Floor 3","2023-01-01"
"3X1580Y2070","Hallway Node 10 Floor 3","2023-01-01"
"3X1628Y2070","Hallway Node 11 Floor 3","2023-01-01"
"3X1580Y2006","Hallway Node 13 Floor 3","2023-01-01"
"3X1628Y2052","Restroom Node 12 Floor 3","2023-01-01"
"3X1580Y1858","The Porch Node 16 Floor 3","2023-01-01"
"3X1685Y2052","Staircase Node 9 Floor 3","2023-01-01"
"L1X1637Y2116","Elevator Q MapNode 7 Floor L1","2023-01-01"
"L1X1702Y2260","Fenwood Road Exit MapNode 1 Floor L1","2023-01-01"
"L1X1702Y2167","Hallway MapNode 2 Floor L1","2023-01-01"
"L1X1688Y2167","Hallway MapNode 3 Floor L1","2023-01-01"
"L1X1666Y2167","Hallway MapNode 4 Floor L1","2023-01-01"
"L1X1688Y2131","Hallway MapNode 5 Floor L1","2023-01-01"
"L1X1665Y2116","Hallway MapNode 6 Floor L1","2023-01-01"
"L1X1720Y2131","Stairs MapNode 8 Floor L1","2023-01-01"
